Active School Zone Flag,Crash Severity,Crash Time,Day of Week,Roadway Part,Speed Limit,Surface Condition,Person Helmet,Hour,Minute,Crash Severity Binary,Person Helmet Binary
No,Incapacitating Injury,2:37,Thursday,Main/Proper Lane,45,Dry,Not Worn,2,37,1,Not Wear
No,Non-Incapacitating Injury,8:18,Friday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",8,18,1,Wear
No,Non-Incapacitating Injury,11:00,Friday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",11,0,1,Wear
No,Possible Injury,12:45,Saturday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",12,45,1,Wear
No,Non-Incapacitating Injury,13:31,Saturday,Main/Proper Lane,35,Dry,Unknown If Worn,13,31,1,Not Wear
No,Incapacitating Injury,18:24,Monday,Main/Proper Lane,35,Dry,"Worn, Damaged",18,24,1,Wear
No,Incapacitating Injury,18:25,Tuesday,Other (Explain In Narrative),40,Dry,Unknown If Worn,18,25,1,Not Wear
No,Possible Injury,16:45,Tuesday,Main/Proper Lane,35,Dry,Not Worn,16,45,1,Not Wear
No,Incapacitating Injury,18:12,Tuesday,Main/Proper Lane,40,Dry,Not Worn,18,12,1,Not Wear
No,Possible Injury,10:00,Wednesday,Other (Explain In Narrative),15,Dry,Not Worn,10,0,1,Not Wear
No,Non-Incapacitating Injury,7:58,Wednesday,Main/Proper Lane,30,Dry,Not Worn,7,58,1,Not Wear
No,Incapacitating Injury,6:54,Wednesday,Main/Proper Lane,30,Dry,Unknown If Worn,6,54,1,Not Wear
No,Non-Incapacitating Injury,20:38,Thursday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",20,38,1,Wear
No,Non-Incapacitating Injury,22:17,Thursday,Main/Proper Lane,40,Dry,Not Worn,22,17,1,Not Wear
No,Non-Incapacitating Injury,15:05,Thursday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",15,5,1,Wear
No,Non-Incapacitating Injury,8:29,Friday,Main/Proper Lane,60,Dry,Not Worn,8,29,1,Not Wear
No,Non-Incapacitating Injury,17:15,Friday,Main/Proper Lane,15,Dry,Unknown If Worn,17,15,1,Not Wear
No,Non-Incapacitating Injury,16:24,Sunday,Main/Proper Lane,30,Dry,Not Worn,16,24,1,Not Wear
No,Possible Injury,8:40,Monday,Main/Proper Lane,15,Dry,Not Worn,8,40,1,Not Wear
No,Possible Injury,17:17,Monday,Main/Proper Lane,30,Dry,Not Worn,17,17,1,Not Wear
No,Non-Incapacitating Injury,12:08,Tuesday,Main/Proper Lane,35,Dry,Not Worn,12,8,1,Not Wear
No,Non-Incapacitating Injury,13:29,Thursday,Service/Frontage Road,55,Dry,Not Worn,13,29,1,Not Wear
No,Possible Injury,12:00,Thursday,Main/Proper Lane,35,Dry,Not Worn,12,0,1,Not Wear
No,Possible Injury,17:56,Friday,Main/Proper Lane,35,Dry,Not Worn,17,56,1,Not Wear
No,Possible Injury,22:50,Monday,Main/Proper Lane,30,Dry,Not Worn,22,50,1,Not Wear
No,Non-Incapacitating Injury,17:35,Monday,Main/Proper Lane,35,Dry,Not Worn,17,35,1,Not Wear
No,Possible Injury,18:28,Thursday,Main/Proper Lane,30,Dry,Not Worn,18,28,1,Not Wear
No,Non-Incapacitating Injury,17:13,Thursday,Other (Explain In Narrative),15,Dry,Not Worn,17,13,1,Not Wear
No,Non-Incapacitating Injury,21:51,Thursday,Main/Proper Lane,30,Dry,Not Worn,21,51,1,Not Wear
No,Non-Incapacitating Injury,21:47,Thursday,Main/Proper Lane,35,Dry,Unknown If Worn,21,47,1,Not Wear
No,Non-Incapacitating Injury,15:53,Friday,Main/Proper Lane,30,Dry,Not Worn,15,53,1,Not Wear
No,Non-Incapacitating Injury,15:21,Monday,Main/Proper Lane,35,Dry,Not Worn,15,21,1,Not Wear
No,Non-Incapacitating Injury,9:38,Tuesday,Other (Explain In Narrative),15,Dry,Not Worn,9,38,1,Not Wear
No,Possible Injury,11:00,Wednesday,Main/Proper Lane,35,Unknown,Not Worn,11,0,1,Not Wear
No,Non-Incapacitating Injury,15:52,Monday,Main/Proper Lane,30,Dry,Not Worn,15,52,1,Not Wear
No,Non-Incapacitating Injury,18:14,Monday,Main/Proper Lane,15,Dry,"Worn, Damaged",18,14,1,Wear
No,Non-Incapacitating Injury,18:22,Wednesday,Main/Proper Lane,35,Dry,Not Worn,18,22,1,Not Wear
No,Non-Incapacitating Injury,17:58,Wednesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",17,58,1,Wear
No,Not Injured,18:34,Friday,Main/Proper Lane,45,Dry,"Worn, Unk Damage",18,34,0,Wear
No,Possible Injury,12:03,Saturday,Main/Proper Lane,45,Wet,Not Worn,12,3,1,Not Wear
No,Non-Incapacitating Injury,17:58,Monday,Main/Proper Lane,40,Dry,Unknown If Worn,17,58,1,Not Wear
No,Possible Injury,7:33,Tuesday,Main/Proper Lane,40,Dry,"Worn, Not Damaged",7,33,1,Wear
No,Incapacitating Injury,8:11,Tuesday,Main/Proper Lane,15,Dry,Not Worn,8,11,1,Not Wear
No,Non-Incapacitating Injury,17:14,Tuesday,Other (Explain In Narrative),15,Dry,Not Worn,17,14,1,Not Wear
No,Non-Incapacitating Injury,22:52,Wednesday,Main/Proper Lane,30,Dry,Not Worn,22,52,1,Not Wear
No,Possible Injury,20:22,Wednesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",20,22,1,Wear
No,Possible Injury,18:24,Wednesday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",18,24,1,Wear
No,Possible Injury,8:10,Wednesday,Main/Proper Lane,15,Dry,Unknown If Worn,8,10,1,Not Wear
No,Non-Incapacitating Injury,3:45,Thursday,Main/Proper Lane,35,Dry,Not Worn,3,45,1,Not Wear
No,Not Injured,3:47,Sunday,Main/Proper Lane,35,Wet,Unknown If Worn,3,47,0,Not Wear
No,Non-Incapacitating Injury,16:00,Thursday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",16,0,1,Wear
No,Non-Incapacitating Injury,17:57,Monday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",17,57,1,Wear
No,Not Injured,18:22,Monday,Service/Frontage Road,35,Dry,"Worn, Not Damaged",18,22,0,Wear
No,Non-Incapacitating Injury,15:06,Wednesday,Main/Proper Lane,35,Dry,Not Worn,15,6,1,Not Wear
No,Non-Incapacitating Injury,7:21,Thursday,Main/Proper Lane,30,Wet,"Worn, Unk Damage",7,21,1,Wear
No,Non-Incapacitating Injury,19:50,Friday,Main/Proper Lane,15,Dry,Not Worn,19,50,1,Not Wear
No,Possible Injury,23:15,Wednesday,Main/Proper Lane,35,Wet,Unknown If Worn,23,15,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Not Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Incapacitating Injury,18:30,Wednesday,Main/Proper Lane,30,Wet,Unknown If Worn,18,30,1,Not Wear
No,Non-Incapacitating Injury,23:32,Thursday,Service/Frontage Road,40,Dry,"Worn, Not Damaged",23,32,1,Wear
No,Not Injured,18:32,Thursday,Other (Explain In Narrative),35,Dry,Not Worn,18,32,0,Not Wear
No,Non-Incapacitating Injury,15:47,Friday,Main/Proper Lane,30,Dry,"Worn, Damaged",15,47,1,Wear
No,Possible Injury,13:51,Saturday,Main/Proper Lane,40,Dry,Not Worn,13,51,1,Not Wear
No,Non-Incapacitating Injury,15:11,Sunday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",15,11,1,Wear
No,Non-Incapacitating Injury,14:57,Monday,Main/Proper Lane,35,Dry,Not Worn,14,57,1,Not Wear
No,Non-Incapacitating Injury,18:22,Wednesday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",18,22,1,Wear
No,Non-Incapacitating Injury,8:08,Wednesday,Main/Proper Lane,30,Dry,"Worn, Damaged",8,8,1,Wear
No,Non-Incapacitating Injury,17:49,Friday,Main/Proper Lane,30,Wet,Not Worn,17,49,1,Not Wear
No,Non-Incapacitating Injury,13:49,Saturday,Main/Proper Lane,15,Dry,Not Worn,13,49,1,Not Wear
No,Non-Incapacitating Injury,14:59,Sunday,Main/Proper Lane,35,Dry,Not Worn,14,59,1,Not Wear
No,Possible Injury,15:40,Monday,Main/Proper Lane,15,Wet,"Worn, Unk Damage",15,40,1,Wear
No,Non-Incapacitating Injury,17:28,Tuesday,Main/Proper Lane,15,Dry,Unknown If Worn,17,28,1,Not Wear
No,Non-Incapacitating Injury,17:17,Wednesday,Main/Proper Lane,40,Dry,Not Worn,17,17,1,Not Wear
No,Not Injured,14:19,Thursday,Main/Proper Lane,35,Dry,Not Worn,14,19,0,Not Wear
No,Not Injured,15:51,Friday,Main/Proper Lane,30,Dry,Not Worn,15,51,0,Not Wear
No,Non-Incapacitating Injury,16:50,Tuesday,Main/Proper Lane,40,Dry,"Worn, Damaged",16,50,1,Wear
No,Non-Incapacitating Injury,16:47,Tuesday,Main/Proper Lane,30,Dry,Not Worn,16,47,1,Not Wear
No,Non-Incapacitating Injury,16:44,Wednesday,Main/Proper Lane,30,Dry,Not Worn,16,44,1,Not Wear
No,Possible Injury,11:00,Wednesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",11,0,1,Wear
No,Not Injured,10:28,Thursday,Service/Frontage Road,40,Dry,Not Worn,10,28,0,Not Wear
No,Not Injured,10:28,Thursday,Service/Frontage Road,40,Dry,Not Worn,10,28,0,Not Wear
No,Non-Incapacitating Injury,23:58,Friday,Main/Proper Lane,15,Dry,Not Worn,23,58,1,Not Wear
No,Non-Incapacitating Injury,9:35,Sunday,Main/Proper Lane,65,Dry,"Worn, Damaged",9,35,1,Wear
No,Non-Incapacitating Injury,16:51,Sunday,Main/Proper Lane,35,Dry,Not Worn,16,51,1,Not Wear
No,Killed,22:26,Monday,Service/Frontage Road,50,Dry,Not Worn,22,26,1,Not Wear
No,Non-Incapacitating Injury,12:35,Wednesday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",12,35,1,Wear
No,Non-Incapacitating Injury,18:18,Friday,Main/Proper Lane,15,Dry,Unknown If Worn,18,18,1,Not Wear
No,Non-Incapacitating Injury,8:25,Thursday,Main/Proper Lane,40,Dry,"Worn, Not Damaged",8,25,1,Wear
No,Non-Incapacitating Injury,17:07,Friday,Main/Proper Lane,30,Dry,Not Worn,17,7,1,Not Wear
No,Incapacitating Injury,16:49,Friday,Main/Proper Lane,15,Dry,Not Worn,16,49,1,Not Wear
No,Possible Injury,14:18,Saturday,Main/Proper Lane,35,Dry,Not Worn,14,18,1,Not Wear
No,Non-Incapacitating Injury,16:17,Saturday,Main/Proper Lane,30,Dry,Not Worn,16,17,1,Not Wear
No,Non-Incapacitating Injury,15:15,Tuesday,Main/Proper Lane,30,Dry,Not Worn,15,15,1,Not Wear
No,Incapacitating Injury,11:28,Tuesday,Main/Proper Lane,45,Dry,Unknown If Worn,11,28,1,Not Wear
No,Non-Incapacitating Injury,15:42,Tuesday,Main/Proper Lane,15,Dry,Not Worn,15,42,1,Not Wear
No,Non-Incapacitating Injury,21:13,Thursday,Service/Frontage Road,50,Dry,"Worn, Not Damaged",21,13,1,Wear
No,Possible Injury,16:49,Friday,Main/Proper Lane,30,Dry,"Worn, Damaged",16,49,1,Wear
No,Non-Incapacitating Injury,13:02,Monday,Main/Proper Lane,35,Dry,Not Worn,13,2,1,Not Wear
No,Non-Incapacitating Injury,15:21,Tuesday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",15,21,1,Wear
No,Non-Incapacitating Injury,9:17,Wednesday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",9,17,1,Wear
No,Non-Incapacitating Injury,16:00,Thursday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",16,0,1,Wear
No,Possible Injury,13:22,Friday,Other (Explain In Narrative),15,Dry,Not Worn,13,22,1,Not Wear
No,Non-Incapacitating Injury,13:30,Sunday,Main/Proper Lane,60,Dry,"Worn, Not Damaged",13,30,1,Wear
No,Non-Incapacitating Injury,19:06,Monday,Main/Proper Lane,15,Dry,Not Worn,19,6,1,Not Wear
No,Possible Injury,21:32,Tuesday,Main/Proper Lane,40,Dry,Not Worn,21,32,1,Not Wear
Yes,Non-Incapacitating Injury,8:06,Tuesday,Other (Explain In Narrative),15,Dry,Not Worn,8,6,1,Not Wear
No,Possible Injury,17:32,Wednesday,Main/Proper Lane,30,Dry,Not Worn,17,32,1,Not Wear
No,Possible Injury,19:39,Wednesday,Main/Proper Lane,35,Dry,Not Worn,19,39,1,Not Wear
No,Possible Injury,2:17,Wednesday,Main/Proper Lane,15,Wet,Not Worn,2,17,1,Not Wear
No,Non-Incapacitating Injury,17:34,Saturday,Main/Proper Lane,40,Dry,"Worn, Unk Damage",17,34,1,Wear
No,Non-Incapacitating Injury,19:04,Wednesday,Main/Proper Lane,30,Dry,Not Worn,19,4,1,Not Wear
No,Non-Incapacitating Injury,19:48,Wednesday,Main/Proper Lane,25,Dry,Not Worn,19,48,1,Not Wear
No,Non-Incapacitating Injury,6:56,Wednesday,Other (Explain In Narrative),15,Dry,Not Worn,6,56,1,Not Wear
No,Non-Incapacitating Injury,22:00,Friday,Main/Proper Lane,30,Dry,Not Worn,22,0,1,Not Wear
No,Non-Incapacitating Injury,13:15,Friday,Service/Frontage Road,15,Dry,Not Worn,13,15,1,Not Wear
No,Non-Incapacitating Injury,2:25,Saturday,Main/Proper Lane,15,Dry,Not Worn,2,25,1,Not Wear
No,Non-Incapacitating Injury,17:39,Saturday,Main/Proper Lane,30,Dry,Not Worn,17,39,1,Not Wear
No,Possible Injury,8:39,Sunday,Main/Proper Lane,30,Dry,Not Worn,8,39,1,Not Wear
No,Non-Incapacitating Injury,13:13,Monday,Other (Explain In Narrative),30,Dry,Not Worn,13,13,1,Not Wear
No,Non-Incapacitating Injury,8:46,Thursday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",8,46,1,Wear
No,Possible Injury,19:05,Thursday,Service/Frontage Road,15,Unknown,Not Worn,19,5,1,Not Wear
No,Possible Injury,19:05,Thursday,Service/Frontage Road,15,Unknown,Not Worn,19,5,1,Not Wear
No,Non-Incapacitating Injury,4:00,Friday,Other (Explain In Narrative),30,Wet,"Worn, Not Damaged",4,0,1,Wear
No,Non-Incapacitating Injury,17:11,Friday,Main/Proper Lane,15,Dry,Not Worn,17,11,1,Not Wear
No,Non-Incapacitating Injury,13:17,Friday,Main/Proper Lane,15,Dry,Not Worn,13,17,1,Not Wear
No,Non-Incapacitating Injury,11:46,Saturday,Main/Proper Lane,40,Dry,Unknown If Worn,11,46,1,Not Wear
No,Not Injured,14:04,Wednesday,Main/Proper Lane,30,Dry,Not Worn,14,4,0,Not Wear
No,Non-Incapacitating Injury,18:19,Thursday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",18,19,1,Wear
No,Non-Incapacitating Injury,20:13,Friday,Service/Frontage Road,50,Dry,Not Worn,20,13,1,Not Wear
No,Non-Incapacitating Injury,14:35,Friday,Main/Proper Lane,30,Dry,Not Worn,14,35,1,Not Wear
No,Possible Injury,18:14,Sunday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",18,14,1,Wear
No,Not Injured,14:19,Monday,Service/Frontage Road,35,Dry,Not Worn,14,19,0,Not Wear
No,Non-Incapacitating Injury,15:11,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,15,11,1,Not Wear
No,Non-Incapacitating Injury,21:51,Wednesday,Main/Proper Lane,15,Wet,Not Worn,21,51,1,Not Wear
No,Non-Incapacitating Injury,12:12,Thursday,Other (Explain In Narrative),30,Dry,Not Worn,12,12,1,Not Wear
No,Non-Incapacitating Injury,7:52,Thursday,Other (Explain In Narrative),15,Dry,Not Worn,7,52,1,Not Wear
No,Non-Incapacitating Injury,9:20,Thursday,Other (Explain In Narrative),35,Dry,Not Worn,9,20,1,Not Wear
No,Non-Incapacitating Injury,23:14,Friday,Main/Proper Lane,35,Dry,Not Worn,23,14,1,Not Wear
No,Non-Incapacitating Injury,19:57,Saturday,Main/Proper Lane,30,Dry,Not Worn,19,57,1,Not Wear
No,Non-Incapacitating Injury,12:16,Sunday,Main/Proper Lane,45,Unknown,Not Worn,12,16,1,Not Wear
No,Possible Injury,16:47,Monday,Main/Proper Lane,15,Dry,Not Worn,16,47,1,Not Wear
No,Non-Incapacitating Injury,15:33,Monday,Main/Proper Lane,35,Dry,Not Worn,15,33,1,Not Wear
No,Non-Incapacitating Injury,12:09,Monday,Main/Proper Lane,35,Dry,Not Worn,12,9,1,Not Wear
No,Non-Incapacitating Injury,17:07,Tuesday,Main/Proper Lane,30,Dry,Unknown If Worn,17,7,1,Not Wear
No,Non-Incapacitating Injury,17:43,Wednesday,Main/Proper Lane,60,Dry,"Worn, Not Damaged",17,43,1,Wear
No,Incapacitating Injury,18:23,Wednesday,Other (Explain In Narrative),15,Dry,Not Worn,18,23,1,Not Wear
No,Non-Incapacitating Injury,7:05,Thursday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",7,5,1,Wear
No,Incapacitating Injury,2:16,Thursday,Main/Proper Lane,40,Dry,Unknown If Worn,2,16,1,Not Wear
No,Not Injured,22:29,Thursday,Main/Proper Lane,35,Dry,Not Worn,22,29,0,Not Wear
No,Non-Incapacitating Injury,16:17,Thursday,Main/Proper Lane,15,Dry,Not Worn,16,17,1,Not Wear
No,Non-Incapacitating Injury,17:33,Friday,Main/Proper Lane,35,Dry,"Worn, Damaged",17,33,1,Wear
No,Non-Incapacitating Injury,12:35,Friday,Main/Proper Lane,40,Dry,Not Worn,12,35,1,Not Wear
No,Non-Incapacitating Injury,21:30,Saturday,Main/Proper Lane,45,Dry,Not Worn,21,30,1,Not Wear
No,Non-Incapacitating Injury,13:39,Saturday,Main/Proper Lane,15,Dry,Not Worn,13,39,1,Not Wear
No,Non-Incapacitating Injury,17:48,Saturday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",17,48,1,Wear
No,Non-Incapacitating Injury,2:02,Saturday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",2,2,1,Wear
No,Non-Incapacitating Injury,18:23,Sunday,Main/Proper Lane,30,Dry,Not Worn,18,23,1,Not Wear
No,Non-Incapacitating Injury,11:55,Monday,Main/Proper Lane,30,Dry,Not Worn,11,55,1,Not Wear
No,Non-Incapacitating Injury,10:50,Tuesday,Main/Proper Lane,30,Dry,"Worn, Damaged",10,50,1,Wear
No,Possible Injury,9:20,Tuesday,Main/Proper Lane,35,Dry,Unknown If Worn,9,20,1,Not Wear
No,Incapacitating Injury,2:50,Saturday,Main/Proper Lane,15,Dry,Not Worn,2,50,1,Not Wear
No,Possible Injury,16:37,Saturday,Main/Proper Lane,25,Dry,Unknown If Worn,16,37,1,Not Wear
No,Non-Incapacitating Injury,12:52,Tuesday,Main/Proper Lane,45,Dry,"Worn, Not Damaged",12,52,1,Wear
No,Non-Incapacitating Injury,10:39,Thursday,Main/Proper Lane,35,Dry,Not Worn,10,39,1,Not Wear
No,Non-Incapacitating Injury,22:04,Monday,Main/Proper Lane,35,Dry,Not Worn,22,4,1,Not Wear
No,Non-Incapacitating Injury,11:41,Wednesday,Main/Proper Lane,40,Dry,"Worn, Unk Damage",11,41,1,Wear
No,Non-Incapacitating Injury,16:39,Wednesday,Other (Explain In Narrative),15,Dry,Unknown If Worn,16,39,1,Not Wear
No,Non-Incapacitating Injury,18:12,Thursday,Main/Proper Lane,35,Dry,Not Worn,18,12,1,Not Wear
No,Incapacitating Injury,18:21,Wednesday,Main/Proper Lane,30,Dry,Unknown If Worn,18,21,1,Not Wear
No,Possible Injury,17:21,Wednesday,Service/Frontage Road,45,Dry,Unknown If Worn,17,21,1,Not Wear
No,Non-Incapacitating Injury,18:53,Thursday,Main/Proper Lane,35,Dry,Not Worn,18,53,1,Not Wear
No,Non-Incapacitating Injury,6:29,Saturday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",6,29,1,Wear
No,Incapacitating Injury,1:08,Saturday,Main/Proper Lane,30,Dry,Not Worn,1,8,1,Not Wear
No,Non-Incapacitating Injury,12:10,Monday,Main/Proper Lane,60,Dry,"Worn, Damaged",12,10,1,Wear
No,Possible Injury,18:06,Monday,Other (Explain In Narrative),15,Dry,Not Worn,18,6,1,Not Wear
No,Non-Incapacitating Injury,9:57,Monday,Main/Proper Lane,35,Dry,"Worn, Damaged",9,57,1,Wear
No,Incapacitating Injury,12:16,Wednesday,Main/Proper Lane,30,Dry,Not Worn,12,16,1,Not Wear
No,Non-Incapacitating Injury,3:35,Friday,Main/Proper Lane,60,Wet,Not Worn,3,35,1,Not Wear
No,Non-Incapacitating Injury,17:46,Friday,Other (Explain In Narrative),35,Dry,Unknown If Worn,17,46,1,Not Wear
No,Not Injured,1:42,Sunday,Main/Proper Lane,30,Dry,Not Worn,1,42,0,Not Wear
No,Non-Incapacitating Injury,22:25,Tuesday,Main/Proper Lane,25,Dry,"Worn, Not Damaged",22,25,1,Wear
No,Possible Injury,17:22,Wednesday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",17,22,1,Wear
No,Incapacitating Injury,17:29,Thursday,Main/Proper Lane,30,Dry,"Worn, Not Damaged",17,29,1,Wear
No,Non-Incapacitating Injury,16:18,Friday,Main/Proper Lane,30,Dry,Not Worn,16,18,1,Not Wear
No,Possible Injury,10:13,Saturday,Other (Explain In Narrative),35,Dry,Unknown If Worn,10,13,1,Not Wear
No,Possible Injury,18:12,Monday,Main/Proper Lane,15,Dry,Not Worn,18,12,1,Not Wear
No,Possible Injury,19:38,Tuesday,Main/Proper Lane,40,Dry,"Worn, Not Damaged",19,38,1,Wear
No,Non-Incapacitating Injury,8:33,Wednesday,Main/Proper Lane,40,Dry,"Worn, Unk Damage",8,33,1,Wear
No,Non-Incapacitating Injury,23:02,Saturday,Main/Proper Lane,15,Dry,Not Worn,23,2,1,Not Wear
No,Non-Incapacitating Injury,15:56,Saturday,Other (Explain In Narrative),20,Dry,Not Worn,15,56,1,Not Wear
No,Non-Incapacitating Injury,11:08,Sunday,Other (Explain In Narrative),15,Wet,Not Worn,11,8,1,Not Wear
No,Non-Incapacitating Injury,10:58,Tuesday,Other (Explain In Narrative),30,Dry,Not Worn,10,58,1,Not Wear
No,Non-Incapacitating Injury,19:00,Tuesday,Main/Proper Lane,40,Dry,Not Worn,19,0,1,Not Wear
No,Possible Injury,8:27,Friday,Main/Proper Lane,15,Dry,Not Worn,8,27,1,Not Wear
No,Non-Incapacitating Injury,18:34,Friday,Main/Proper Lane,35,Dry,"Worn, Unk Damage",18,34,1,Wear
No,Not Injured,19:25,Friday,Main/Proper Lane,30,Dry,"Worn, Unk Damage",19,25,0,Wear
No,Non-Incapacitating Injury,19:25,Sunday,Service/Frontage Road,15,Dry,Not Worn,19,25,1,Not Wear
No,Possible Injury,18:54,Tuesday,Main/Proper Lane,35,Dry,Not Worn,18,54,1,Not Wear
No,Not Injured,14:05,Wednesday,Main/Proper Lane,30,Dry,Not Worn,14,5,0,Not Wear
No,Non-Incapacitating Injury,17:29,Wednesday,Main/Proper Lane,25,Dry,"Worn, Not Damaged",17,29,1,Wear
No,Non-Incapacitating Injury,18:25,Thursday,Main/Proper Lane,35,Dry,Not Worn,18,25,1,Not Wear
No,Non-Incapacitating Injury,15:10,Thursday,Main/Proper Lane,35,Dry,Not Worn,15,10,1,Not Wear
No,Non-Incapacitating Injury,8:37,Friday,Main/Proper Lane,30,Wet,"Worn, Unk Damage",8,37,1,Wear
No,Non-Incapacitating Injury,10:42,Saturday,Service/Frontage Road,45,Dry,"Worn, Unk Damage",10,42,1,Wear
No,Possible Injury,15:59,Monday,Main/Proper Lane,35,Dry,Unknown If Worn,15,59,1,Not Wear
No,Non-Incapacitating Injury,9:58,Monday,Service/Frontage Road,50,Dry,Not Worn,9,58,1,Not Wear
No,Non-Incapacitating Injury,14:50,Tuesday,Main/Proper Lane,35,Dry,Not Worn,14,50,1,Not Wear
No,Non-Incapacitating Injury,22:23,Friday,Main/Proper Lane,35,Dry,Not Worn,22,23,1,Not Wear
No,Non-Incapacitating Injury,17:05,Friday,Main/Proper Lane,15,Dry,Not Worn,17,5,1,Not Wear
No,Not Injured,8:27,Friday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",8,27,0,Wear
No,Possible Injury,5:39,Saturday,Service/Frontage Road,15,Dry,Not Worn,5,39,1,Not Wear
No,Non-Incapacitating Injury,11:12,Saturday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",11,12,1,Wear
No,Non-Incapacitating Injury,2:21,Saturday,Main/Proper Lane,30,Dry,Not Worn,2,21,1,Not Wear
No,Non-Incapacitating Injury,2:21,Saturday,Main/Proper Lane,30,Dry,Not Worn,2,21,1,Not Wear
No,Non-Incapacitating Injury,2:21,Saturday,Main/Proper Lane,30,Dry,Not Worn,2,21,1,Not Wear
No,Non-Incapacitating Injury,2:21,Saturday,Main/Proper Lane,30,Dry,Not Worn,2,21,1,Not Wear
No,Non-Incapacitating Injury,17:33,Monday,Main/Proper Lane,45,Dry,Not Worn,17,33,1,Not Wear
No,Non-Incapacitating Injury,13:48,Wednesday,Main/Proper Lane,35,Dry,Not Worn,13,48,1,Not Wear
No,Possible Injury,7:19,Thursday,Main/Proper Lane,15,Dry,"Worn, Not Damaged",7,19,1,Wear
No,Non-Incapacitating Injury,9:06,Friday,Main/Proper Lane,15,Dry,Not Worn,9,6,1,Not Wear
No,Non-Incapacitating Injury,15:08,Saturday,Main/Proper Lane,35,Dry,Not Worn,15,8,1,Not Wear
No,Non-Incapacitating Injury,9:01,Monday,Main/Proper Lane,30,Dry,Not Worn,9,1,1,Not Wear
No,Non-Incapacitating Injury,9:31,Sunday,Main/Proper Lane,45,Wet,"Worn, Not Damaged",9,31,1,Wear
No,Incapacitating Injury,7:26,Monday,Main/Proper Lane,35,Dry,"Worn, Damaged",7,26,1,Wear
No,Non-Incapacitating Injury,19:20,Monday,Main/Proper Lane,35,Dry,"Worn, Not Damaged",19,20,1,Wear
No,Non-Incapacitating Injury,16:41,Tuesday,Main/Proper Lane,40,Dry,Not Worn,16,41,1,Not Wear
